# 1CGH_name      RA_1CGH     DEC_1CGH     Counterpart_name                               N0[1E-16] N0_err[1E-16] Index Index_err Flux[1E-12] Flux_err[1E-12] TS         z       zflag z_origin                                                        Nph_128 Emax_128[GeV]    Nph_512 Emax_512[GeV]    Ebin_max[GeV]    TrasmissionEbin    AbsEbin                tauEbin               Abs_flag GAL_LAT             BZcat          z_3HSP zflag_3hsp 4FGL_counter_name  TEVCAT_FLAG_4FGLdr4 ASSOC_TEV_4FGLdr4     CLASS1_4FGLdr4 ASSOC1_4FGLdr4               Name_4LACdr3      z_4LACdr3_1 Name_3FHL         z_3FHL  
  1CGHJ1753-5910 268.3814697 -59.1720314  4FGLJ1753.4-5913                               8.1       3.3           2.59  0.59      14.5        5.5             19.9       ""      ""    4FGLdr4                                                         5.0     57.3463671875    4.0     57.3463671875    36.329125        ""                 ""                     ""                    ""       -16.11300243788691  ""             ""     ""         "4FGL J1753.4-5913" N                   ""                    bcu            "PMN J1753-5909"             "4FGL J1753.4-5913" -Infinity   ""                ""      
  1CGHJ1111+3452 167.8787083 34.86763889  3HSPJ111130.9+345203                           3.32      2.19          1.59  0.4       9.92        4.67            19.9       0.212   1.0   Foschini22(1998A&A...334..459B[=])(3HSP[>0.68])                 5.0     717.8121875      5.0     717.8121875      202.07665625     0.7538653887986986 0.2461346112013014     0.2825414563571561    1.0      67.30609585892608   5BZBJ1111+3452 0.68   3          "4FGL J1111.5+3455" N                   ""                    bll            "RX J1111.5+3452"            "4FGL J1111.5+3455" 0.212       ""                ""      
  1CGHJ0204+2417 31.08975    24.29741667  3HSPJ020421.5+241750                           7.47      3.09          3.32  0.89      12.3        5.1             19.9       0.21    1.0   Menezes19                                                       6.0     18.664009765625  6.0     18.664009765625  17.904794921875  1.0                0.0                    0.0                   0.0      -35.64878207013611  ""             0.18   5          "4FGL J0204.3+2417" N                   ""                    bll            "B2 0201+24"                 "4FGL J0204.3+2417" 0.21        "3FHL J0204.3+2417" ""      
  1CGHJ0220-0842 35.201875   -8.713972222 3HSPJ022048.5-084250                           7.1       3.27          2.73  0.74      12.4        5.3             19.9       0.525   2.0   3HSPcat                                                         4.0     121.4227421875   3.0     121.4227421875   42.706734375     0.9728270251715464 0.0271729748284536     0.0275489873465474    0.0      -61.976620168627626 5BZBJ0220-0842 0.525  2          "4FGL J0220.8-0841" N                   ""                    bll            "RX J0220.8-0842"            "4FGL J0220.8-0841" 0.43        ""                ""      
  1CGHJ0624-2944 96.09291076 -29.74694061 4FGLJ0624.2-2943                               2.93      1.39          1.53  0.73      9.22        4.37            19.9       ""      ""    4FGLdr4                                                         6.0     138.772390625    6.0     138.772390625    59.31230859375   ""                 ""                     ""                    ""       -18.499100683203697 ""             ""     ""         "4FGL J0624.2-2943" N                   ""                    bcu            "1RXS J062422.3-294449"      "4FGL J0624.2-2943" -Infinity   ""                ""      
  1CGHJ0012+3353 3.19733     33.89406     5BZQJ0012+3353                                 3.57      0.9           6.5   ""        9.12        2.29            19.9       1.682   1.0   5BZcat                                                          5.0     29.94422265625   4.0     29.94422265625   15.376478515625  0.987581591516019  0.012418408483981      0.012496161300042     0.0      -28.293574170122856 5BZQJ0012+3353 ""     ""         "4FGL J0013.0+3355" N                   ""                    fsrq           "GB6 J0012+3353"             "4FGL J0013.0+3355" 1.682       ""                ""      
  1CGHJ1318-1148 199.5979    -11.8087     4FGLJ1318.3-1148                               9.24      3.93          2.47  0.52      17.0        6.6             19.9       ""      ""    4FGLdr4                                                         5.0     41.3381171875    5.0     41.3381171875    28.713279296875  ""                 ""                     ""                    ""       50.5176262213812    ""             ""     ""         "4FGL J1318.3-1148" N                   ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ1503-5801 225.8894314 -58.01879388 4FGLJ1503.7-5801                               22.0      5.8           2.35  0.36      42.1        10.7            19.9       ""      ""    4FGLdr4                                                         34.0    183.706359375    30.0    183.706359375    109.5494375      ""                 ""                     ""                    ""       0.482320147804495   ""             ""     ""         "4FGL J1503.7-5801" N                   ""                    bcu            "WISE J150334.23-580119.2"   "4FGL J1503.7-5801" -Infinity   ""                ""      
  1CGHJ1513-0754 228.35075   -7.914305556 3HSPJ151324.2-075451                           9.85      4.2           2.38  0.49      18.6        7.1             19.9       0.04    1.0   3HSPcat                                                         6.0     66.8246015625    6.0     66.8246015625    43.07678125      0.9996517941843264 3.482058156735E-4      3.482664533952E-4     0.0      40.915443591388154  ""             0.04   1          "4FGL J1513.4-0753" N                   ""                    bll            "NVSS J151324-075450"        "4FGL J1513.4-0753" -Infinity   ""                ""      
  1CGHJ2049-4020 312.2917175 -40.34198379 4FGLJ2049.0-4020                               8.39      3.43          2.52  0.61      15.3        5.8             19.9       ""      ""    4FGLdr4                                                         8.0     173.976265625    7.0     173.976265625    59.2767578125    ""                 ""                     ""                    ""       -38.94060178174546  ""             ""     ""         "4FGL J2049.0-4020" N                   ""                    bcu            "PKS 2045-405"               ""                ""          ""                ""      
  1CGHJ2323+2040 350.7911    20.6768      4FGLJ2323.1+2040                               8.16      3.56          2.35  0.49      15.6        6.1             20.0       ""      ""    4FGLdr4                                                         5.0     36.28059375      5.0     36.28059375      30.29808203125   ""                 ""                     ""                    ""       -37.63660901465433  ""             ""     ""         "4FGL J2323.1+2040" N                   ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ0202+2943 30.6203     29.7292      4FGLJ0202.4+2943                               6.29      1.41          2.17  0.22      12.8        2.9             20.0       ""      ""    4FGLdr4                                                         5.0     82.03046875      4.0     82.03046875      35.62528515625   ""                 ""                     ""                    ""       -30.656411174560446 ""             ""     ""         "4FGL J0202.4+2943" N                   ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ0001+4742 0.3293408   47.700200936 4FGLJ0001.2+4741                               5.23      2.34          2.15  0.45      10.7        4.2             20.0       0.545   2.0   Foschini22(3,6[=])                                              7.0     68.0644609375    7.0     68.0644609375    44.6730234375    0.9651233699301974 0.0348766300698025     0.0354993413273099    0.0      -14.32629157528606  ""             ""     ""         "4FGL J0001.2+4741" N                   ""                    bcu            "B3 2358+474"                "4FGL J0001.2+4741" -Infinity   ""                ""      
  1CGHJ1014+4112 153.5744796 41.204915661 4FGLJ1014.3+4112                               5.78      0.67          4.41  0.35      10.1        1.2             20.0       0.732   2.0   Foschini22(3,4,7,8,13[=])                                       5.0     21.5682265625    4.0     21.5682265625    15.1095380859375 0.999960375475616  3.962452438399655E-5   3.962530945620169E-5  0.0      54.94966706847095   ""             ""     ""         "4FGL J1014.3+4112" N                   ""                    bcu            "GB6 J1014+4112"             "4FGL J1014.3+4112" -Infinity   ""                ""      
  1CGHJ1147-0724 176.96479   -7.41142     5BZQJ1147-0724                                 8.52      0.51          2.87  0.17      14.5        1.3             20.0       1.342   1.0   5BZcat                                                          4.0     28.88235546875   4.0     28.88235546875   17.041173828125  0.991901334434297  0.008098665565703      0.0081316378996119    0.0      52.184661873389075  5BZQJ1147-0724 ""     ""         "4FGL J1147.8-0724" N                   ""                    fsrq           "PKS 1145-071"               "4FGL J1147.8-0724" 1.342       ""                ""      
  1CGHJ1642-8108 250.73896   -81.14308    5BZBJ1642-8108                                 6.93      0.45          2.71  0.16      12.1        0.8             20.0       ""      ""    5BZcat                                                          8.0     42.1205390625    8.0     42.1205390625    30.006142578125  ""                 ""                     ""                    ""       -22.19054004764949  5BZBJ1642-8108 ""     ""         "4FGL J1642.3-8108" N                   ""                    bll            "PKS 1633-810"               "4FGL J1642.3-8108" -Infinity   ""                ""      
  1CGHJ1331-0646 202.9452802 -6.775857088 4FGLJ1331.7-0647                               6.99      3.09          2.69  0.68      12.3        5.1             20.0       0.18    1.0   Foschini22(1999ApJS..123...41M[=])                              5.0     77.602234375     5.0     77.602234375     31.8737890625    0.9994924140678672 5.075859321327E-4      5.077147974806E-4     0.0      54.71759470193699   ""             ""     ""         "4FGL J1331.7-0647" N                   ""                    bcu            "NVSS J133146-064632"        "4FGL J1331.7-0647" 0.126187    ""                ""      
  1CGHJ2116-0108 319.01346   -1.14122     5BZBJ2116-0108                                 8.28      3.62          2.65  0.71      14.6        6.0             20.0       0.305   1.0   5BZcat                                                          4.0     36.84918359375   4.0     36.84918359375   19.7033828125    0.99999012198131   9.878018690012702E-6   9.878067477960608E-6  0.0      -32.27832628939077  5BZBJ2116-0108 ""     ""         "4FGL J2115.9-0113" N                   ""                    bll            "NVSS J211603-010828"        "4FGL J2115.9-0113" 0.305       ""                ""      
  1CGHJ0107+0459 16.871      4.9847       4FGLJ0107.4+0459                               7.91      3.52          2.71  0.68      13.8        5.9             20.0       ""      ""    4FGLdr4                                                         4.0     33.1265390625    4.0     33.1265390625    18.495236328125  ""                 ""                     ""                    ""       -57.65367789186232  ""             ""     ""         "4FGL J0107.4+0459" N                   ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ0914+5844 138.7148049 58.743923941 4FGLJ0914.8+5846                               5.44      0.32          4.32  0.25      9.47        0.85            20.0       ""      ""    4FGLdr4                                                         6.0     37.10512109375   5.0     16.139888671875  19.49077734375   ""                 ""                     ""                    ""       41.32167017010552   ""             ""     ""         "4FGL J0914.8+5846" N                   ""                    bll            "SDSS J091451.54+584438.1"   "4FGL J0914.8+5846" -Infinity   ""                ""      
  1CGHJ0049+2253 12.25571277 22.887629833 4FGLJ0049.0+2252                               7.04      2.99          2.91  0.73      12.0        4.9             20.0       0.264   1.0   Foschini22(SDSSdr16[=])                                         6.0     36.7680859375    6.0     36.7680859375    21.783556640625  0.9999716633810488 2.8336618951074755E-5  2.8337020440646137E-5 0.0      -39.98071371670465  ""             ""     ""         "4FGL J0049.0+2252" N                   ""                    bll            "CRATES J004901.37+225315.4" "4FGL J0049.0+2252" 0.26415     ""                ""      
  1CGHJ1810+2156 272.5361    21.9345      4FGLJ1810.1+2156                               6.88      2.97          2.29  0.49      13.4        5.2             20.0       ""      ""    4FGLdr4                                                         7.0     113.8323828125   7.0     113.8323828125   49.91594921875   ""                 ""                     ""                    ""       18.55863856498829   ""             ""     ""         "4FGL J1810.1+2156" N                   ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ1244-4954 191.0957489 -49.90621566 4FGLJ1244.2-4956                               6.67      2.71          2.22  0.42      13.3        4.9             20.1       0.301   2.0   Foschini22(4,5,6[=])                                            7.0     73.0280078125    6.0     73.0280078125    46.842625        0.9889194867128768 0.0110805132871232     0.0111423594570442    0.0      12.94956657898176   ""             ""     ""         "4FGL J1244.2-4956" N                   ""                    bcu            "SUMSS J124422-495422"       "4FGL J1244.2-4956" -Infinity   ""                ""      
  1CGHJ1149+2439 177.3764583 24.65744444  3HSPJ114930.4+243926                           7.25      3.23          2.29  0.5       14.1        5.7             20.1       0.402   1.0   3HSPcat                                                         6.0     54.4793984375    5.0     54.4793984375    38.524421875     0.9906381245397032 0.0093618754602968     0.009405973257552     0.0      75.86365636556883   5BZBJ1149+2439 0.402  1          "4FGL J1149.4+2441" N                   ""                    bll            "RX J1149.5+2439"            "4FGL J1149.4+2441" 0.402       ""                ""      
  1CGHJ0620-5033 95.19220833 -50.56413889 3HSPJ062046.1-503350                           5.51      2.27          2.75  0.63      9.59        4.08            20.1       0.25    2.0   3HSPcat                                                         5.0     45.39375390625   5.0     45.39375390625   27.853046875     0.9996170175197712 3.829824802287E-4      3.830558367489E-4     0.0      -25.31531663635134  ""             0.25   5          "4FGL J0620.7-5034" N                   ""                    ""             ""                           ""                ""          "3FHL J0620.9-5033" ""      
  1CGHJ2103-1113 315.9450073 -11.22638988 4FGLJ2103.7-1112                               5.63      0.53          5.58  0.33      11.8        1.2             20.1       ""      ""    4FGLdr4                                                         4.0     16.11169921875   4.0     16.11169921875   13.589271484375  ""                 ""                     ""                    ""       -34.42406186771832  ""             ""     ""         "4FGL J2103.7-1112" N                   ""                    bcu            "1RXS J210346.8-111335"      "4FGL J2103.7-1112" -Infinity   ""                ""      
  1CGHJ0958-2443 149.5852817 -24.73323438 4FGLJ0958.4-2441                               6.82      2.81          4.91  1.44      12.8        5.9             20.2       0.986   2.0   Foschini22(3,4[=])                                              5.0     15.1295          5.0     15.1295          13.748935546875  0.999866329328293  1.336706717069E-4      1.336796064274E-4     0.0      23.438258632871666  ""             ""     ""         "4FGL J0958.4-2441" N                   ""                    bcu            "TXS 0956-244"               "4FGL J0958.4-2441" -Infinity   ""                ""      
  1CGHJ1958-0713 299.5083329 -7.229290475 4FGLJ1958.1-0711                               10.3      3.8           2.58  0.59      18.5        6.7             20.2       ""      ""    4FGLdr4                                                         8.0     52.26629296875   7.0     52.26629296875   29.37271875      ""                 ""                     ""                    ""       -18.079755947606444 ""             ""     ""         "4FGL J1958.1-0711" N                   ""                    bcu            "NVSS J195801-071348"        "4FGL J1958.1-0711" -Infinity   ""                ""      
  1CGHJ0900-1242 135.1656898 -12.70906133 4FGLJ0900.7-1243                               6.03      2.71          2.23  0.52      12.0        4.8             20.2       0.478   2.0   Foschini22(3,4,6[=])                                            6.0     147.99278125     4.0     147.99278125     51.82259375      0.9582063384420084 0.0417936615579915     0.0426921396082099    0.0      21.32628459479048   ""             ""     ""         "4FGL J0900.7-1243" N                   ""                    bcu            "TXS 0858-125"               "4FGL J0900.7-1243" -Infinity   ""                ""      
  1CGHJ1758+1429 269.579953  14.49911433  4FGLJ1758.3+1429                               10.6      4.0           3.53  0.83      17.5        6.7             20.2       0.152   2.0   Foschini22(11[=])                                               5.0     15.70403515625   5.0     15.70403515625   14.4223486328125 1.0                0.0                    0.0                   0.0      18.18483952983842   ""             ""     ""         "4FGL J1758.3+1429" N                   ""                    bcu            "87GB 175603.3+143022"       "4FGL J1758.3+1429" -Infinity   ""                ""      
  1CGHJ1353-3937 208.4382083 -39.61963889 3HSPJ135345.2-393710                           6.43      2.34          2.11  0.35      13.5        4.5             20.2       0.49    3.0   Rajagopal21(3HSP[0.37?])                                        5.0     82.519984375     5.0     82.519984375     47.01087109375   0.9677869850920332 0.0322130149079666     0.0327432726446994    0.0      21.69045987538197   ""             0.37   5          "4FGL J1353.7-3936" N                   ""                    bll            "NVSS J135345-393711"        "4FGL J1353.7-3936" -Infinity   "3FHL J1353.8-3936" ""      
  1CGHJ0348-1804 57.1491     -18.0808     4FGLJ0348.5-1804                               5.87      0.65          2.25  0.13      11.6        1.3             20.2       ""      ""    4FGLdr4                                                         5.0     72.01325         5.0     72.01325         34.8519453125    ""                 ""                     ""                    ""       -48.342382754269494 ""             ""     ""         "4FGL J0348.5-1804" N                   ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ0603+2159 90.96482089 21.993805275 4FGLJ0603.9+2159                               10.4      3.6           2.19  0.76      21.2        7.4             20.3       ""      ""    4FGLdr4                                                         8.0     51.2751796875    7.0     51.2751796875    43.5714765625    ""                 ""                     ""                    ""       0.0389958183797973  ""             ""     ""         "4FGL J0603.9+2159" N                   ""                    bcu            "4C +22.12"                  "4FGL J0603.9+2159" -Infinity   ""                ""      
  1CGHJ2237+2430 339.4577    24.5111      4FGLJ2237.8+2430                               6.97      2.73          2.74  0.62      12.1        4.6             20.3       ""      ""    4FGLdr4                                                         7.0     43.97099609375   7.0     43.97099609375   25.866912109375  ""                 ""                     ""                    ""       -29.13428323707568  ""             ""     ""         "4FGL J2237.8+2430" N                   ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ0310-1037 47.64210742 -10.62080416 4FGLJ0310.8-1041                               8.26      3.69          2.31  0.51      16.0        6.3             20.3       0.177   2.0   Foschini22(6,11,12a,12b,13[=])                                  5.0     96.2418671875    5.0     96.2418671875    46.642328125     0.995959845575242  0.0040401544247581     0.0040483378977461    0.0      -53.36815422171872  ""             ""     ""         "4FGL J0310.8-1041" N                   ""                    bcu            "PMN J0310-1037"             "4FGL J0310.8-1041" -Infinity   ""                ""      
  1CGHJ1844-3246 281.1902083 -32.77819444 3HSPJ184445.7-324641                           11.4      3.6           2.47  0.37      21.1        6.4             20.3       ""      ""    3HSPcat                                                         11.0    73.7146015625    8.0     73.7146015625    37.15062109375   ""                 ""                     ""                    ""       -13.006810147450231 ""             --     --         "4FGL J1844.8-3248" N                   ""                    bcu            "NVSS J184445-324641"        "4FGL J1844.8-3248" -Infinity   ""                ""      
  1CGHJ1810+1608 272.70908   16.13911     5BZBJ1810+1608                                 9.12      3.49          2.91  0.74      15.5        6.0             20.3       1.36    2.0   Foschini22(3,6[=])                                              8.0     23.02529296875   7.0     23.02529296875   16.2402607421875 0.993846975593498  0.006153024406502      0.0061720322718597    0.0      16.10590276830561   5BZBJ1810+1608 ""     ""         "4FGL J1811.0+1608" N                   ""                    bll            "87GB 180835.5+160714"       "4FGL J1811.0+1608" -Infinity   ""                ""      
  1CGHJ0920-3834 140.0593109 -38.58073425 4FGLJ0920.2-3835                               7.71      3.17          2.1   0.44      16.2        6.0             20.3       ""      ""    4FGLdr4                                                         8.0     42.221421875     8.0     42.221421875     27.90259375      ""                 ""                     ""                    ""       7.832487039526264   ""             ""     ""         "4FGL J0920.2-3835" N                   ""                    bcu            "MRC 0918-383"               "4FGL J0920.2-3835" -Infinity   ""                ""      
  1CGHJ1254-2204 193.5936211 -22.07050698 4FGLJ1254.2-2205                               10.4      0.6           3.05  0.18      17.5        1.1             20.3       0.7     2.0   Foschini22(4[=])                                                4.0     16.24482421875   3.0     16.24482421875   12.998568359375  0.9999989867209838 1.0132790162487026E-6  1.0132795296162318E-6 0.0      40.796116211408986  ""             ""     ""         "4FGL J1254.2-2205" N                   ""                    bcu            "NVSS J125422-220413"        "4FGL J1254.2-2205" -Infinity   ""                ""      
  1CGHJ0203+8120 30.9942     81.3348      4FGLJ0203.9+8120                               5.87      2.34          2.43  0.52      10.9        4.0             20.4       ""      ""    4FGLdr4                                                         7.0     244.650828125    6.0     244.650828125    76.13659375      ""                 ""                     ""                    ""       18.865850451595374  ""             ""     ""         "4FGL J0203.9+8120" N                   ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ1043+0653 160.8495    6.88614      5BZBJ1043+0653                                 5.21      2.74          1.8   0.42      13.0        5.5             20.4       1.21    2.0   Foschini22(1,3,13[=])                                           4.0     25.186173828125  4.0     25.186173828125  21.84252734375   0.9780804290776688 0.0219195709223312     0.0221633740079802    0.0      53.50392263448673   5BZBJ1043+0653 ""     ""         "4FGL J1043.6+0654" N                   ""                    bll            "NVSS J104323+065307"        "4FGL J1043.6+0654" -Infinity   ""                ""      
  1CGHJ0210+2517 32.51062488 25.29045668  4FGLJ0210.1+2518                               7.15      3.17          2.54  0.6       12.9        5.3             20.4       0.276   2.0   Foschini22(1,4,13[=])                                           5.0     60.80265234375   5.0     60.80265234375   28.33255078125   0.999427689593636  5.723104063639E-4      5.724742384761E-4     0.0      -34.26488110020244  ""             ""     ""         "4FGL J0210.1+2518" N                   ""                    bcu            "GB6 J0210+2517"             "4FGL J0210.1+2518" -Infinity   ""                ""      
  1CGHJ0631-1033 97.96960772 -10.5652074  4FGLJ0632.0-1032                               8.11      3.58          2.04  0.4       17.6        6.6             20.4       ""      ""    4FGLdr4                                                         7.0     68.352515625     6.0     63.49165625      44.53987109375   ""                 ""                     ""                    ""       -9.101493086509732  ""             ""     ""         "4FGL J0632.0-1032" N                   ""                    bcu            "TXS 0629-105"               "4FGL J0632.0-1032" -Infinity   ""                ""      
  1CGHJ0342+3859 55.56775    38.98506     5BZUJ0342+3859                                 7.89      2.57          3.46  1.2       13.0        4.2             20.4       0.945   1.0   5BZcat                                                          8.0     47.1484609375    7.0     26.216958984375  26.318029296875  0.9795473075688244 0.0204526924311756     0.020664745092755     0.0      -12.79575302512211  5BZUJ0342+3859 ""     ""         "4FGL J0342.2+3858" N                   ""                    fsrq           "GB6 J0342+3858"             "4FGL J0342.2+3858" 0.945       "3FHL J0342.2+3858" 0.945   
  1CGHJ1514-2044 228.6396513 -20.74061079 4FGLJ1514.6-2044                               9.55      2.71          2.4   0.36      18.0        5.0             20.4       0.348   2.0   Foschini22(3,4,6[=])                                            7.0     73.8204921875    6.0     73.8204921875    38.297078125     0.9935414149111044 0.0064585850888956     0.0064795319898426    0.0      30.913575085228132  ""             ""     ""         "4FGL J1514.6-2044" N                   ""                    bcu            "PMN J1514-2043"             "4FGL J1514.6-2044" -Infinity   ""                ""      
  1CGHJ0028+3550 7.216542243 35.843349456 4FGLJ0028.9+3553                               6.47      2.64          2.66  0.62      11.4        4.8             20.4       0.581   2.0   Foschini22(1,3[=])                                              5.0     19.707625        5.0     19.707625        16.4849140625    0.9999685798927992 3.142010720080801E-5   3.142060082271606E-5  0.0      -26.80374912725867  ""             ""     ""         "4FGL J0028.9+3553" N                   ""                    bll            "GB6 J0028+3550"             "4FGL J0028.9+3553" -Infinity   ""                ""      
  1CGHJ0445-6014 71.25633    -60.24992    5BZGJ0445-6014                                 6.05      0.8           2.79  0.22      10.4        1.4             20.4       0.097   1.0   5BZcat(Shaw12[=])                                               6.0     44.23101953125   5.0     44.23101953125   24.16472265625   0.9999931712402168 6.828759783306104E-6   6.82878309939234E-6   0.0      -38.8520636272431   5BZGJ0445-6014 ""     ""         "4FGL J0445.1-6012" N                   ""                    fsrq           "PMN J0444-6014"             "4FGL J0445.1-6012" 0.097       "3FHL J0445.0-6012" 0.097   
  1CGHJ1617+4106 244.27633   41.11306     5BZBJ1617+4106                                 5.89      2.38          2.85  0.73      10.1        4.2             20.4       0.267   1.0   5BZcat                                                          4.0     58.3825546875    4.0     58.3825546875    26.64757421875   0.9996914724293404 3.085275706595E-4      3.085751750822E-4     0.0      45.890099135503114  5BZBJ1617+4106 ""     ""         "4FGL J1616.7+4107" N                   ""                    bll            "B3 1615+412"                "4FGL J1616.7+4107" 0.267       ""                ""      
  1CGHJ1025+0402 156.3459583 4.0415       3HSPJ102523.0+040229                           6.34      0.38          2.51  0.15      11.5        1.0             20.5       0.208   1.0   3HSPcat                                                         5.0     28.79118359375   5.0     28.79118359375   18.4429765625    1.0                0.0                    0.0                   0.0      48.21552762809838   5BZBJ1025+0402 0.208  1          ""                 ""                  ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ0021-0900 5.42604     -9.01231     5BZBJ0021-0900                                 5.5       2.85          1.92  0.44      12.7        5.5             20.5       0.648   1.0   5BZcat                                                          5.0     64.19935546875   5.0     64.19935546875   34.49853125      0.9792902964970734 0.0207097035029265     0.0209271569156568    0.0      -70.56885736721075  5BZBJ0021-0900 ""     ""         "4FGL J0021.6-0855" N                   ""                    bll            "NVSS J002142-090044"        "4FGL J0021.6-0855" 0.648       ""                ""      
  1CGHJ2241-4121 340.2612609 -41.36527633 4FGLJ2241.1-4122                               6.51      0.39          3.04  0.18      10.9        0.9             20.5       1.15    2.0   Foschini22(13[=])                                               5.0     37.6038046875    4.0     21.23709765625   21.788576171875  0.9828200859349928 0.017179914065007      0.0173292010846622    0.0      -59.77605080613462  ""             ""     ""         "4FGL J2241.1-4122" N                   ""                    bcu            "WISEA J224103.56-412155.5"  "4FGL J2241.1-4122" -Infinity   ""                ""      
  1CGHJ1530+2705 232.5673065 27.097501754 4FGLJ1530.3+2709                               5.95      2.43          2.46  0.48      11.0        4.7             20.6       ""      ""    4FGLdr4                                                         6.0     35.93864453125   6.0     35.93864453125   27.74902734375   ""                 ""                     ""                    ""       54.8081400303115    ""             ""     ""         "4FGL J1530.3+2709" N                   ""                    rdg            "LEDA 55267"                 "4FGL J1530.3+2709" -Infinity   ""                ""      
  1CGHJ0835-2120 128.9808349 -21.33708    4FGLJ0835.9-2120                               5.71      0.88          1.9   0.13      13.3        2.2             20.6       ""      ""    4FGLdr4                                                         5.0     64.6353828125    5.0     64.6353828125    36.817890625     ""                 ""                     ""                    ""       11.48250540346256   ""             ""     ""         "4FGL J0835.9-2120" N                   ""                    bcu            "1RXS J083555.4-212013"      "4FGL J0835.9-2120" -Infinity   ""                ""      
  1CGHJ1151+0958 177.8221205 9.9739763222 4FGLJ1151.3+0957                               8.59      0.87          2.95  0.2       14.5        1.5             20.6       0.609   2.0   Foschini22(1,3,13[=])                                           4.0     53.4165234375    3.0     21.1784453125    24.9979609375    0.9969292473195548 0.0030707526804453     0.0030754771156512    0.0      67.74366960261818   ""             ""     ""         "4FGL J1151.3+0957" N                   ""                    bll            "NVSS J115117+095826"        "4FGL J1151.3+0957" -Infinity   ""                ""      
  1CGHJ0000-7355 0.0983      -73.922      4FGLJ0000.3-7355                               5.29      0.87          3.3   0.37      8.77        1.45            20.6       ""      ""    4FGLdr4                                                         7.0     18.7173359375    7.0     18.7173359375    17.524162109375  ""                 ""                     ""                    ""       -42.729537665250696 ""             ""     ""         "4FGL J0000.3-7355" N                   ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ1725+5255 261.3358154 52.918891906 4FGLJ1725.4+5254                               4.93      2.3           2.22  0.51      9.91        3.98            20.6       0.061   1.0   Foschini22(SDSSdr16[=])                                         5.0     117.7463125      3.0     68.744203125     56.1794765625    0.99807222145667   0.0019277785433299     0.0019296390999312    0.0      34.100888644433624  ""             ""     ""         "4FGL J1725.4+5254" N                   ""                    bcu            "RX J1725.3+5255"            "4FGL J1725.4+5254" -Infinity   ""                ""      
  1CGHJ1750+4700 267.52088   47.01206     5BZGJ1750+4700                                 4.44      0.56          1.99  0.11      9.93        1.37            20.6       0.16    1.0   5BZcat                                                          6.0     32.592099609375  6.0     32.592099609375  27.21990234375   0.9999027897210028 9.721027899722844E-5   9.721500422262928E-5  0.0      29.608585364653383  5BZGJ1750+4700 ""     ""         "4FGL J1750.2+4704" N                   ""                    bll            "B3 1748+470"                "4FGL J1750.2+4704" 0.172974    ""                ""      
  1CGHJ1153-8008 178.3749    -80.1349     4FGLJ1153.4-8008                               8.13      3.3           4.48  1.28      14.4        5.2             20.7       ""      ""    4FGLdr4                                                         8.0     16.9067421875    6.0     16.511837890625  16.170533203125  ""                 ""                     ""                    ""       -17.554172761858215 ""             ""     ""         "4FGL J1153.4-8008" N                   ""                    ""             ""                           ""                ""          ""                ""      
  1CGHJ0851-5228 132.9827047 -52.47021671 4FGLJ0851.9-5229                               6.47      2.0           6.5   ""        16.5        5.0             20.7       ""      ""    4FGLdr4                                                         9.0     14.1441845703125 9.0     14.1441845703125 13.0475166015625 ""                 ""                     ""                    ""       -5.136228182675134  ""             ""     ""         "4FGL J0851.9-5229" N                   ""                    bcu            "PMN J0851-5228"             "4FGL J0851.9-5229" -Infinity   ""                ""      
  1CGHJ0028-7045 7.17308     -70.75439    5BZBJ0028-7045                                 5.94      2.4           2.85  0.66      10.1        4.2             20.7       0.966   3.0   Shaw13                                                          7.0     33.203578125     6.0     33.203578125     24.562607421875  0.9832985073961076 0.0167014926038923     0.016842535150898     0.0      -46.254114633921205 5BZBJ0028-7045 ""     ""         "4FGL J0029.0-7044" N                   ""                    bll            "PKS 0026-710"               "4FGL J0029.0-7044" -Infinity   ""                ""      
  1CGHJ1114+0634 168.5240783 6.5828557014 4FGLJ1114.2+0638                               7.6       3.23          2.51  0.59      13.8        5.5             20.8       ""      ""    4FGLdr4                                                         4.0     26.688736328125  3.0     26.688736328125  20.45774609375   ""                 ""                     ""                    ""       59.0748385208076    ""             ""     ""         "4FGL J1114.2+0638" N                   ""                    gal            "IC 678"                     ""                ""          ""                ""      
  1CGHJ1809+5908 272.2596    59.1411      4FGLJ1809.0+5908                               5.14      2.19          2.52  0.57      9.38        3.68            20.8       ""      ""    4FGLdr4                                                         6.0     47.0812734375    6.0     47.0812734375    32.161955078125  ""                 ""                     ""                    ""       28.385656878526976  ""             ""     ""         "4FGL J1809.0+5908" N                   ""                    ""             ""                           ""                ""          ""                ""      
